Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,GPU,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
iBRIT,MAX10-1,MAX10-1,2024MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),800x1280,213,armeabi;armeabi-v7a,29,3.2
iBRIT,MAX12,MAX12,3991MB,Tablet,Spreadtrum T310,Imagination Tech PowerVR GE8300 (800 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,30,3.2
iBRIT,MAX15,MAX15,3991MB,Tablet,Spreadtrum T310,Imagination Tech PowerVR GE8300 (800 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,30,3.2
iBRIT,MAX4,MAX4,929MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),600x1024,213,armeabi;armeabi-v7a,27,3.2
iBRIT,MAX7,MAX7,937MB,Tablet,Mediatek MT8321,未知,600x1024,160,armeabi;armeabi-v7a,27,2.0
iBRIT,MAX8,MAX8,923MB,Tablet,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),800x1280,213,armeabi;armeabi-v7a,27,3.2
iBRIT,POWER_X,POWER_X,3006MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),480x996,240,arm64-v8a;armeabi;armeabi-v7a,27,3.2
iBRIT,Speed_Pro_Plus,SF56,2984MB,Phone,Mediatek MT6737T,ARM Mali T720 (600 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,3.1
iBRIT,iBRIT SpeedX,SpeedX,945MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1280,320,armeabi;armeabi-v7a,24,3.1
iBRIT,XL,XL,3031MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1440,320,armeabi;armeabi-v7a,27,3.2
iBRIT,XLPlus,XLPlus,2962MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,28,3.2
iBRIT,Z2,Z2,1969MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),640x1280,320,armeabi;armeabi-v7a,27,3.2
iBRIT,Z2Lite,Z2Lite,2009MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),640x1280,320,armeabi;armeabi-v7a,27,2.0
iBRIT,i2,i2,1968MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1280,320,armeabi;armeabi-v7a,27,3.2
iBRIT,IBRIT_I5,i5,1970MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1280,320,armeabi;armeabi-v7a,24,3.1
iBRIT,i5+,i5Plus,1989MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),480x960,240,armeabi;armeabi-v7a,29,3.2
iBRIT,IBRIT_I7,i7,3036MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1280,320,armeabi;armeabi-v7a,24,3.1
iBRIT,iBRIT_POWER6,iBRIT_POWER6,1953MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),480x996,240,arm64-v8a;armeabi;armeabi-v7a,27,3.2
iBall,Avid,Avid,2015MB,Tablet,Mediatek MT8735,未知,800x1280,160,arm64-v8a;armeabi;armeabi-v7a,27,3.1
iBall,Blaze_V4,Blaze_V4,2037MB,Tablet,Mediatek MT8735,未知,600x1024,160,armeabi;armeabi-v7a,27,3.1
iBall,iBall Slide Gorgeo 4GL,Gorgeo_4GL,972MB,Tablet,Mediatek MT8735,未知,600x1024,160,armeabi;armeabi-v7a,27,3.1
iBall,iBall Slide Imprint 4G,Imprint_4G,940MB,Phone,Mediatek MT8735,未知,600x1024,213,arm64-v8a;armeabi;armeabi-v7a,24,3.1
iBall,iBall Slide Iris Drishti 4G,Iris_Drishti_4G,1998MB,Phone,Mediatek MT8735,未知,600x1024,213,arm64-v8a;armeabi;armeabi-v7a,24,3.1
iBall,Nova_4G,Nova_4G,2015MB,Tablet,Mediatek MT8735,未知,800x1280,160,arm64-v8a;armeabi;armeabi-v7a,27,3.1
iBall,iBall_Slide,Perfect_10,961MB,Tablet,Mediatek MT8321,未知,800x1280,160,armeabi;armeabi-v7a,27,2.0
iBall,Slide_Dazzle_3500,Slide_Dazzle_3500,948MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,160,armeabi;armeabi-v7a,27,3.2
iBall,Slide_Elan_3x32,Slide_Elan_3x32,3069MB,Tablet,Mediatek MT8735,未知,800x1280,160,arm64-v8a;armeabi;armeabi-v7a,27,3.1
iBall,Slide_Elan_4G2_Plus,Slide_Elan_4G2_Plus,2013MB,Tablet,Mediatek MT8735,未知,800x1280,160,arm64-v8a;armeabi;armeabi-v7a,27,3.1
iBall,iBall_Slide_Majestic_01,Slide_Majestic_01,2027MB,Tablet,Mediatek MT8321,未知,800x1280,160,armeabi;armeabi-v7a,27,2.0
iBall,iBall Slide Nimble 4GF,Slide_Nimble_4GF,3048MB,Tablet,Mediatek MT8735,未知,800x1280,213,arm64-v8a;armeabi;armeabi-v7a,24,3.1
iBall,iBall_Slide_Skye_03,Slide_Skye_03,948MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,160,armeabi;armeabi-v7a,27,3.2
iBall,iBall Slide Wings 4GP,Slide_Wings_4GP,1992MB,Tablet,Mediatek MT8735,未知,800x1280,213,arm64-v8a;armeabi;armeabi-v7a,24,3.1
iBall,iBall Slide Snap 4G2,Snap_4G2,1998MB,Phone,Mediatek MT8735,未知,600x1024,213,arm64-v8a;armeabi;armeabi-v7a,24,3.1
iBall,Spirit_X2,Spirit_X2,972MB,Tablet,Mediatek MT8735,未知,600x1024,160,armeabi;armeabi-v7a,27,3.1
iBall,iBall Slide Twinkle i5,Twinkle_i5,1006MB,Phone,Mediatek MT8321,未知,600x1024,213,armeabi;armeabi-v7a,24,2.0
iBall,iBallSlide_Wings,iBallSlide_Wings,2066MB,Tablet,Mediatek MT8321,未知,800x1280,213,armeabi;armeabi-v7a,24,2.0
iBall,iBall,iBall_Slide_Brace_XJ,3045MB,Tablet,Mediatek MT8783,ARM Mali T720 (700 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,24,3.1
iBall,iBall Slide Cleo S9,iBall_Slide_Cleo_S9,1889MB,Tablet,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),600x1024,160,arm64-v8a;armeabi;armeabi-v7a,27,3.2
iBall,iBall,iBall_Slide_Dazzle_i7,997MB,Tablet,Mediatek MT8321,未知,600x1024,160,armeabi;armeabi-v7a,24,2.0
iBall,iBall_Slide_Spirit_V2,iBall_Slide_Spirit_V2,923MB,Tablet,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),600x1024,160,armeabi;armeabi-v7a,27,3.2
iBall, iT-KSA0003 ,iT-KSA0003,1908MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),1200x1920,280,arm64-v8a;armeabi;armeabi-v7a,28,3.2
iBall, iT-KSA0012 ,iT-KSA0012,4018MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),1200x1920,280,arm64-v8a;armeabi;armeabi-v7a,28,3.2
iBall, iT-KSA0066 ,iT-KSA0066,1908MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),1200x1920,280,arm64-v8a;armeabi;armeabi-v7a,28,3.2
iCare,iCare07,iCare07,2084MB,Tablet,Mediatek MT8167A,Imagination Tech PowerVR GE8300 (600 MHz),600x1024,160,armeabi;armeabi-v7a,29,3.2
iCare,iCare10,iCare10,2061MB,Tablet,Mediatek MT8167A,Imagination Tech PowerVR GE8300 (600 MHz),1200x1920,240,armeabi;armeabi-v7a,29,3.2
iCraig,CMP793,CMP793,492MB,Tablet,Actions ATM7059,未知,600x1024,160,armeabi;armeabi-v7a,22,2.0
iCraig,CMP828,CMP828,1033MB,Tablet,Rockchip RK3126C,ARM Mali 400 (480 MHz),480x800,120,armeabi;armeabi-v7a,25,2.0
iCraig,CMP834,CMP834,1029MB,Tablet,Rockchip RK3126C,ARM Mali 400 (480 MHz),600x1024,160,armeabi;armeabi-v7a,27,2.0
iCraig,CMP837,CMP837,1029MB,Tablet,Rockchip RK3126C,ARM Mali 400 (480 MHz),600x1024,160,armeabi;armeabi-v7a,27,2.0
iCraig,CMP838,CMP838,1028MB,Tablet,Rockchip RK3126C,ARM Mali 400 (480 MHz),600x1024,160,armeabi;armeabi-v7a,28,2.0
iCraig,CMP840,CMP840,1028MB,Tablet,Rockchip RK3126,ARM Mali 400 (600 MHz),600x1024,160,armeabi;armeabi-v7a,28,2.0
iData,iData_50,iData_50,1936MB,Phone,Mediatek MT6762,Imagination Tech PowerVR GE8320 (650 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,28,3.2
iData,iData_K1,iData_K1,1929MB,Phone,Mediatek MT6762,Imagination Tech PowerVR GE8320 (650 MHz),480x800,240,arm64-v8a;armeabi;armeabi-v7a,28,3.2
iDevice,Uzbekistan,Uzbekistan,4042MB,Phone,Mediatek MT6763,2 核 ARM Mali G71 (700 MHz),720x1520,320,arm64-v8a;armeabi;armeabi-v7a,28,3.2
iFit,IFT1018,IFT1018,2072MB,Tablet,Mediatek MT8163,ARM Mali T720 (520 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,24,3.1
iGet,SMART_G81,SMART_G81,1000MB,Tablet,Mediatek MT8321,未知,800x1280,160,armeabi;armeabi-v7a,24,2.0
iGet,SMART_G81H,SMART_G81H,2065MB,Tablet,Mediatek MT8321,未知,800x1280,160,armeabi;armeabi-v7a,24,2.0
iGet,SMART_L103_eea,SMART_L103,3035MB,Tablet,Mediatek MT8765B,Imagination Tech PowerVR GE8100 (420 MHz),800x1280,160,armeabi;armeabi-v7a,28,3.2
iGet,SMART_L104_eea,SMART_L104_eea,4036MB,Tablet,Mediatek MT8766B,Imagination Tech PowerVR GE8300 (660 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,29,3.2
iGet,SMART_L206,SMART_L206,3871MB,Tablet,Spreadtrum T610,2 核 ARM Mali G52 (614 MHz),1200x2000,280,arm64-v8a;armeabi;armeabi-v7a,30,3.2
iGet,SMART_L20X,SMART_L20X,2904MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,29,3.2
iGet,SMART_W101,SMART_W101,1017MB,Tablet,Mediatek MT8163,ARM Mali T720 (520 MHz),800x1280,160,armeabi;armeabi-v7a,27,3.1
iGet,SMART_W10X_EEA ,SMART_W10X_EEA,3115MB,Tablet,Mediatek MT8163,ARM Mali T720 (520 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,28,3.1
iGet,SMART_W202,SMART_W202,2061MB,Tablet,Allwinner A133,Imagination Tech PowerVR GE8300 (504 MHz),800x1280,160,armeabi;armeabi-v7a,30,3.2
iGet,SMART_W203,SMART_W203,2061MB,Tablet,Allwinner A133,Imagination Tech PowerVR GE8300 (504 MHz),800x1280,160,armeabi;armeabi-v7a,30,3.2
iGet,SMART_W20X,SMART_W20X,2061MB,Tablet,Allwinner A133,Imagination Tech PowerVR GE8300 (504 MHz),800x1280,160,armeabi;armeabi-v7a,30,3.2
iGet,SMART_W8X,SMART_W8X,2070MB,Tablet,Allwinner A133,Imagination Tech PowerVR GE8300 (504 MHz),800x1280,213,armeabi;armeabi-v7a,29,3.2
iGet,S100,iGET_S100,1051MB,Tablet,Allwinner A33,未知,600x1024,160,armeabi;armeabi-v7a,22,2.0
iGet,SMART,iGET_SMART,1051MB,Tablet,Allwinner A33,未知,600x1024,160,armeabi;armeabi-v7a,22,2.0
iGet,SMART_G101,iGET_SMART_G101,997MB,Tablet,Mediatek MT8321,未知,800x1280,160,armeabi;armeabi-v7a,24,2.0
iGet,SMART_G102,iGET_SMART_G102,2063MB,Tablet,Mediatek MT8321,未知,800x1280,160,armeabi;armeabi-v7a,24,2.0
iGet,SMART_G71,iGET_SMART_G71,1008MB,Tablet,Mediatek MT8321,未知,600x1024,160,armeabi;armeabi-v7a,24,2.0
iGet,SMART_L102,iGET_SMART_L102,2004MB,Tablet,Mediatek MT8735,未知,800x1280,160,armeabi;armeabi-v7a,24,3.1
iHunt,AlienXLite2020,AlienXLite2020,1073MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),600x1280,240,armeabi;armeabi-v7a,27,2.0
iHunt,Alien X,Alien_X,4039MB,Phone,Mediatek MT6763,2 核 ARM Mali G71 (700 MHz),720x1512,320,arm64-v8a;armeabi;armeabi-v7a,27,3.2
iHunt,Alien_X_ApeX,Alien_X_ApeX,3935MB,Phone,Mediatek MT6771,3 核 ARM Mali G72 (800 MHz),1080x2246,480,arm64-v8a;armeabi;armeabi-v7a,27,3.2
iHunt,Alien X Apex 2020,Alien_X_Apex_2020,3008MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1560,320,arm64-v8a;armeabi;armeabi-v7a,28,3.2
iHunt,Alien_X_Pro_2021,Alien_X_Pro_2021,1999MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),720x1520,300,armeabi;armeabi-v7a,29,3.2
iHunt,iHunt Cyber Wolf 5G,Cyber_Wolf_5G,8079MB,Phone,Mediatek MT6833V/ZA,2 核 ARM Mali G57 (950 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2
iHunt,Like 4U,Like_4U,1004MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),480x960,240,armeabi;armeabi-v7a,27,2.0
iHunt,Like_7,Like_7,1004MB,Phone,Mediatek MT6580M,未知,480x854,240,armeabi;armeabi-v7a,28,2.0
iHunt,Like 8,Like_8,1011MB,Phone,Mediatek MT6580M,未知,442x960,213,armeabi;armeabi-v7a,29,2.0
iHunt,Like_Hi10_2021,Like_Hi10_2021,1004MB,Phone,Mediatek MT6580M,未知,442x960,240,armeabi;armeabi-v7a,29,2.0
iHunt,Like_Hi5,Like_Hi5,989MB,Phone,Mediatek MT6580M,未知,480x960,240,armeabi;armeabi-v7a,27,2.0
iHunt,TITAN P15000 PRO 5G,P15000PRO_5G,8078MB,Phone,Mediatek MT6833V/ZA,2 核 ARM Mali G57 (950 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2
iHunt,S100ApeX,S100ApeX,6045MB,Phone,Mediatek MT6771,3 核 ARM Mali G72 (800 MHz),1080x2248,480,arm64-v8a;armeabi;armeabi-v7a,27,3.2
iHunt,S10_Tank_2019,S10_Tank_2019,1966MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1280,320,armeabi;armeabi-v7a,27,3.2
iHunt,S10 Tank 2020,S10_Tank_2020,2048MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1280,320,armeabi;armeabi-v7a,28,2.0
iHunt,S10 Tank PRO 2020,S10_Tank_PRO_2020,2046MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1440,320,armeabi;armeabi-v7a,28,2.0
iHunt,S21_Plus_2021_EEA,S21_Plus_2021_EEA,2027MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),480x1014,213,armeabi;armeabi-v7a,29,3.2
iHunt,S21_Ultra_4G_2021_EEA,S21_Ultra_4G,1999MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),480x1014,213,armeabi;armeabi-v7a,29,3.2
iHunt,S30 ULTRA APEX 2021,S30_ULTRA_APEX_2021,3938MB,Phone,Mediatek MT6771,3 核 ARM Mali G72 (800 MHz),1080x2310,480,arm64-v8a;armeabi;armeabi-v7a,29,3.2
iHunt,S60_Discovery_2019,S60_Discovery_2019,1965MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1440,320,armeabi;armeabi-v7a,27,3.2
iHunt,S60 Discovery Plus,S60_Discovery_Plus,3035MB,Phone,Mediatek MT6739WW,Imagination Tech PowerVR GE8100 (570 MHz),720x1440,320,armeabi;armeabi-v7a,28,3.2
iHunt,iHunt S90 Apex,S90_Apex,4013MB,Phone,Mediatek MT6763T,2 核 ARM Mali G71 (770 MHz),1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,27,3.2
iHunt,TITAN P11000 PRO,TITAN_P11000_PRO,3987MB,Phone,Mediatek MT6763,2 核 ARM Mali G71 (700 MHz),1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,27,3.2
iHunt,Tablet PC 10 PRO,Tablet_PC_10_PRO_EEA,4053MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),1200x1920,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2
iHunt,Tablet_X_EEA,Tablet_X,3995MB,Tablet,Mediatek MT8768A,Imagination Tech PowerVR GE8320 (650 MHz),1200x1920,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2
iHunt,Tian_P3000,Tian_P3000,2033MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),480x960,240,armeabi;armeabi-v7a,27,2.0
iHunt,TitanP6000,TitanP6000,2033MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),480x960,240,armeabi;armeabi-v7a,27,2.0
iHunt,Titan_P4000_Pro_2021_EEA,Titan_P4000_Pro,1999MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),720x1560,320,armeabi;armeabi-v7a,29,3.2
iHunt,Titan_P6000_PRO ,Titan_P6000_PRO,3961MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,29,3.2
iHunt,Titan P8000 PRO 2021,Titan_P8000_PRO_2021,4018MB,Phone,Mediatek MT6761D,Imagination Tech PowerVR GE8300 (660 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,29,3.2
iHunt,Titan_X_EEA,Titan_X_EEA,8078MB,Phone,Mediatek MT6833V/ZA,2 核 ARM Mali G57 (950 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2
iHunt, Like 11 Panda Pro 2022,iHunt,961MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),720x1560,320,armeabi;armeabi-v7a,30,3.2
iHunt,iHuntLike12PRO,iHuntLike12PRO,1989MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1440,320,armeabi;armeabi-v7a,30,3.2
iHunt,iHuntS22PLUS,iHuntS22PLUS,1907MB,Phone,Mediatek MT6761,Imagination Tech PowerVR GE8300 (660 MHz),720x1560,320,armeabi;armeabi-v7a,30,3.2
iHunt,iHunt S22  ULTRA,iHuntS22ULTRA,1907MB,Phone,Mediatek MT6761,Imagination Tech PowerVR GE8300 (660 MHz),720x1560,320,armeabi;armeabi-v7a,30,3.2
iHunt,iHunt_Like_12_EEA,iHunt_Like_12,985MB,Phone,Mediatek MT6580M,未知,480x960,213,armeabi;armeabi-v7a,30,2.0
iHunt,iHunt_S60_Discovery_Pro_2020,iHunt_S60_Discovery_Pro_2020,3009MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1520,320,arm64-v8a;armeabi;armeabi-v7a,28,3.2
iLa Mobile,C3,C3,972MB,Phone,Mediatek MT6580M,未知,480x960,240,armeabi;armeabi-v7a,28,2.0
iLa Mobile,D1,D1,1952MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,3.1
iLa Mobile,E1 Plus,E1_Plus,925MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),480x960,240,armeabi;armeabi-v7a,27,3.2
iLa Mobile,E3,E3,2053MB,Phone,Mediatek MT6580M,未知,480x960,240,armeabi;armeabi-v7a,29,2.0
iLa Mobile,ILA C1,ILA_C1,1004MB,Phone,Mediatek MT6580M,未知,480x960,240,armeabi;armeabi-v7a,27,2.0
iLa Mobile,ILA E1,ILA_E1,925MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),480x960,240,armeabi;armeabi-v7a,27,3.2
iLa Mobile,ILA R1,ILA_R1,1970MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1440,320,armeabi;armeabi-v7a,27,3.2
iLa Mobile,ILA_X1,ILA_X1,2941MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1498,320,armeabi;armeabi-v7a,27,3.2
iLa Mobile,ILA X2,ILA_X2,4032MB,Phone,Mediatek MT6763,2 核 ARM Mali G71 (700 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,3.2
iLa Mobile,ILA_X3,ILA_X3,2967MB,Phone,Mediatek MT6762d,未知,720x1560,320,arm64-v8a;armeabi;armeabi-v7a,29,3.2
iLa Mobile,R1 Lite,R1_Lite,1993MB,Phone,Mediatek MT6739CH,Imagination Tech PowerVR GE8100 (570 MHz),720x1440,320,armeabi;armeabi-v7a,28,3.2
iLa Mobile,S1,S1,1934MB,Phone,Mediatek MT6737T,ARM Mali T720 (600 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,3.1
iLa Mobile,iLA-X,iLA-X,3035MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),640x1280,320,armeabi;armeabi-v7a,24,3.1
iLa Mobile,iLA Silk,iLA_Silk,3785MB,Phone,Qualcomm MSM8937,Qualcomm Adreno 505 (450 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,3.2
iLife,ITELL_K3102N,ITELL_K3102N,2013MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),800x1280,213,armeabi;armeabi-v7a,27,3.2
iLife,ITELL_K3500N,ITELL_K3500N,948MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,160,armeabi;armeabi-v7a,27,3.2
iLife,ITELL_K3800Q,ITELL_K3800Q,2013MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),800x1280,160,armeabi;armeabi-v7a,27,3.2
iLife,ITELL K4700,ITELL_K4700,920MB,Tablet,Spreadtrum SC9832A,ARM Mali 400 (614 MHz),600x1024,160,armeabi;armeabi-v7a,24,2.0
iLife,KIDS-TAB-4,KIDS-TAB-4,1029MB,Tablet,Rockchip RK3126,ARM Mali 400 (600 MHz),600x1024,160,armeabi;armeabi-v7a,27,2.0
iLife,KIDS-TAB-5,KIDS-TAB-5,1029MB,Tablet,Rockchip RK3126,ARM Mali 400 (600 MHz),600x1024,160,armeabi;armeabi-v7a,27,2.0
iLife,KIDS_TAB_6,KIDS_TAB_6,948MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,160,armeabi;armeabi-v7a,27,3.2
iLife,I-LIFE,KIDS_TAB_7,948MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,160,armeabi;armeabi-v7a,27,3.2
iLife,MISA,MISA,2093MB,Tablet,Allwinner A50,2 核 ARM Mali 400 (600 MHz),800x1280,213,armeabi;armeabi-v7a,28,2.0
iMuz,M101,G10,3957MB,Tablet,Mediatek MT8788A,3 核 ARM Mali G72 (800 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,29,3.2
iMuz,G10,G10,3963MB,Tablet,Mediatek MT8788A,3 核 ARM Mali G72 (800 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,28,3.2
iMuz,RA10,RA10,4032MB,Tablet,Rockchip RK3399,ARM Mali T860 (600 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,27,3.2
iMuz,muPADT7,muPADT7,1027MB,Tablet,Mediatek MT8163,ARM Mali T720 (520 MHz),600x1024,160,armeabi;armeabi-v7a,27,3.1
iMuz,muPAD_K10,muPAD_K10,3879MB,Tablet,Mediatek MT8168B,ARM Mali G52 (800 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,29,3.2
iMuz,muPAD L10,muPAD_L10,3961MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),1200x1920,320,arm64-v8a;armeabi;armeabi-v7a,29,3.2
iNFONE,INFONE XE,INFONE_XE,2147MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),480x960,204,armeabi;armeabi-v7a,27,3.2
iNFONE,X_RAINBOW,X_RAINBOW,977MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),480x960,240,armeabi;armeabi-v7a,27,3.2
iNFONE,infone X,infone_X,1003MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),480x960,240,armeabi;armeabi-v7a,27,2.0
iNO Mobile,S9,iNO_S9,1992MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,3.1
iPlus,iPlus1,iPlus1,3959MB,Phone,Mediatek MT6750T,ARM Mali T860 (650 MHz),1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,27,3.2
iPlus,iPlus P1,iPlus_P1,1982MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1440,320,armeabi;armeabi-v7a,30,3.2
iPlus,iPlus_P3,iPlus_P3,2996MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),540x1200,240,arm64-v8a;armeabi;armeabi-v7a,30,3.2
iQandT,G3,G3,937MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1280,320,armeabi;armeabi-v7a,27,2.0
iQandT,N3,N3,1073MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),600x1280,240,armeabi;armeabi-v7a,27,2.0
iQandT,N6,N6,1952MB,Phone,Mediatek MT6739CH,Imagination Tech PowerVR GE8100 (570 MHz),480x996,240,armeabi;armeabi-v7a,28,3.2
iQandT,N8,iQT_N8,2962MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),1080x2280,480,arm64-v8a;armeabi;armeabi-v7a,28,3.2
iQual,T10G,T10G,2056MB,Tablet,Mediatek MT8321,未知,800x1280,160,armeabi;armeabi-v7a,28,2.0
iQual,T10L,T10L,1883MB,Tablet,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,28,3.2
iQual,T10W,T10W,2051MB,Tablet,Rockchip RK3326,ARM Mali G31 (500 MHz),800x1280,160,armeabi;armeabi-v7a,29,3.2
iQual,T7G,T7G,1002MB,Tablet,Mediatek MT8321,未知,600x1024,160,armeabi;armeabi-v7a,27,2.0
iQual,T7K,T7K,2092MB,Tablet,Rockchip RK3126,ARM Mali 400 (600 MHz),600x1024,160,armeabi;armeabi-v7a,29,2.0
iQual,T7L,T7L,923MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,213,armeabi;armeabi-v7a,27,3.2
iQual,T7W,T7W,1073MB,Tablet,Rockchip RK3126C,ARM Mali 400 (480 MHz),600x1024,160,armeabi;armeabi-v7a,27,2.0
iRainbow,B12017,B12017,960MB,Tablet,Mediatek MT8321,未知,800x1280,160,armeabi;armeabi-v7a,27,2.0
iReplace,Frog One,FrogOne,945MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),480x854,240,armeabi;armeabi-v7a,24,2.0
